Rank	ID	AllowAlternatives	TP	FP	FN	F1	Sensitivity	Precision	Sample	SampleID	Dataset	Tool	Taxonomy	Profile	ProfileColumns	GoldStd	GoldStdColumns	GoldStdTree	AvailableSpecies
Phylum	bracken_oral_16	FALSE	7	1	0	0.9333333333333333	1.0	0.875	oral_16	16.0	Oral	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Oral_samples/16_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_16.txt	0|2|4|1	NA	NA
Superkingdom	MetaPhlAn4_gastrointestinal_11	FALSE	1	0	0	1.0	1.0	1.0	gastrointestinal_11	11.0	Gastrointestinal	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Gastrointestinal_samples/11.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_11.txt	0|2|4|1	NA	NA
Genus	MetaPhlAn4_skin_16	FALSE	5	0	0	1.0	1.0	1.0	skin_16	16.0	Skin	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Skin_samples/16.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_16.txt	0|2|4|1	NA	NA
Order	mOTUs3_gastrointestinal_9	TRUE	7	0	0	1.0	1.0	1.0	gastrointestinal_9	9.0	Gastrointestinal	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Gastrointestinal/9.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_9.txt	0|2|4|1	NA	NA
Species	mOTUs3_urogenital_22	TRUE	20	3	5	0.8333333333333334	0.8	0.8695652173913043	urogenital_22	22.0	Urogenital	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Urogenital/22.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_22.txt	0|2|4|1	NA	NA
Genus	mOTUs3 GTDB_urogenital_3	TRUE	1	0	25	0.07407407407407407	0.038461538461538464	1.0	urogenital_3	3.0	Urogenital	mOTUs3 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3_gtdb/output_gtdb/Urogenital_samples/3.gtdb_profile.tsv	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Urogenital/abundance_3_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/motus3_species.tsv
Genus	bracken GTDB_oral_18	TRUE	50	13	2	0.8695652173913043	0.9615384615384616	0.7936507936507936	oral_18	18.0	Oral	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Oral_samples/18_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Oral/abundance_18_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Genus	bracken GTDB_skin_1	TRUE	32	7	0	0.9014084507042254	1.0	0.8205128205128205	skin_1	1.0	Skin	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Skin_samples/1_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Skin/abundance_1_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Genus	sylph_skin_14	TRUE	20	0	0	1.0	1.0	1.0	skin_14	14.0	Skin	sylph	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/sylph/Skin_14.profile	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Skin/abundance_14_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Species	bracken GTDB_skin_13	TRUE	37	86	5	0.4484848484848485	0.8809523809523809	0.3008130081300813	skin_13	13.0	Skin	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Skin_samples/13_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Skin/abundance_13_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Genus	MetaPhlAn4_urogenital_25	FALSE	11	12	0	0.6470588235294118	1.0	0.4782608695652174	urogenital_25	25.0	Urogenital	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Urogenital_samples/25.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_25.txt	0|2|4|1	NA	NA
Class	sylph_skin_18	FALSE	7	0	0	1.0	1.0	1.0	skin_18	18.0	Skin	sylph	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/sylph/Skin_18.profile	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Skin/abundance_18_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Family	sylph_gastrointestinal_0	FALSE	16	0	0	1.0	1.0	1.0	gastrointestinal_0	0.0	Gastrointestinal	sylph	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/sylph/Gastrointestinal_0.profile	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_0_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Phylum	sylph_gastrointestinal_9	FALSE	5	0	0	1.0	1.0	1.0	gastrointestinal_9	9.0	Gastrointestinal	sylph	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/sylph/Gastrointestinal_9.profile	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_9_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Species	mOTUs3 GTDB_airways_11	FALSE	27	10	6	0.7714285714285715	0.8181818181818182	0.7297297297297297	airways_11	11.0	Airways	mOTUs3 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3_gtdb/output_gtdb/Airways_samples/11.gtdb_profile.tsv	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Airways/abundance_11_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/motus3_species.tsv
Species	MetaPhlAn3_urogenital_5	FALSE	21	2	4	0.875	0.84	0.9130434782608695	urogenital_5	5.0	Urogenital	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Urogenital/5.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_5.txt	0|2|4|1	NA	NA
Phylum	MetaPhlAn4_skin_13	FALSE	4	0	0	1.0	1.0	1.0	skin_13	13.0	Skin	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Skin_samples/13.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_13.txt	0|2|4|1	NA	NA
Species	mOTUs3_urogenital_21	FALSE	29	20	5	0.6987951807228916	0.8529411764705882	0.5918367346938775	urogenital_21	21.0	Urogenital	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Urogenital/21.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_21.txt	0|2|4|1	NA	NA
Genus	varkit_oral_19	FALSE	48	0	2	0.9795918367346939	0.96	1.0	oral_19	19.0	Oral	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Oral_samples/19.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Oral/abundance_19_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Species	bracken GTDB_urogenital_0	TRUE	26	204	7	0.19771863117870722	0.7878787878787878	0.11304347826086956	urogenital_0	0.0	Urogenital	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Urogenital_samples/0_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Urogenital/abundance_0_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Family	mOTUs3_urogenital_2	FALSE	6	1	1	0.8571428571428571	0.8571428571428571	0.8571428571428571	urogenital_2	2.0	Urogenital	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Urogenital/2.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_2.txt	0|2|4|1	NA	NA
Species	bracken GTDB_gastrointestinal_0	TRUE	32	37	3	0.6153846153846154	0.9142857142857143	0.463768115942029	gastrointestinal_0	0.0	Gastrointestinal	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Gastrointestinal_samples/0_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_0_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Superkingdom	MetaPhlAn4_urogenital_0	FALSE	1	0	0	1.0	1.0	1.0	urogenital_0	0.0	Urogenital	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Urogenital_samples/0.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_0.txt	0|2|4|1	NA	NA
Class	mOTUs3_airways_26	FALSE	7	1	0	0.9333333333333333	1.0	0.875	airways_26	26.0	Airways	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Airways/26.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_26.txt	0|2|4|1	NA	NA
Class	MetaPhlAn4 GTDB_gastrointestinal_4	TRUE	9	0	0	1.0	1.0	1.0	gastrointestinal_4	4.0	Gastrointestinal	MetaPhlAn4 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4_gtdb/Gastrointestinal_samples/4.profile_gtdb.tsv	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Gastrointestinal/abundance_4_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/metaphlan_species_Jan21.txt
Genus	MetaPhlAn4 GTDB_urogenital_3	TRUE	25	0	1	0.9803921568627451	0.9615384615384616	1.0	urogenital_3	3.0	Urogenital	MetaPhlAn4 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4_gtdb/Urogenital_samples/3.profile_gtdb.tsv	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Urogenital/abundance_3_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/metaphlan_species_Jan21.txt
Superkingdom	bracken_gastrointestinal_2	TRUE	1	1	0	0.6666666666666666	1.0	0.5	gastrointestinal_2	2.0	Gastrointestinal	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Gastrointestinal_samples/2_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_2.txt	0|2|4|1	NA	NA
Phylum	mOTUs3_gastrointestinal_11	TRUE	4	0	0	1.0	1.0	1.0	gastrointestinal_11	11.0	Gastrointestinal	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Gastrointestinal/11.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_11.txt	0|2|4|1	NA	NA
Genus	bracken GTDB_airways_4	FALSE	50	10	4	0.8771929824561403	0.9259259259259259	0.8333333333333334	airways_4	4.0	Airways	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Airways_samples/4_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Airways/abundance_4_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Order	bracken GTDB_skin_14	FALSE	13	1	0	0.9629629629629629	1.0	0.9285714285714286	skin_14	14.0	Skin	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Skin_samples/14_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Skin/abundance_14_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Phylum	varkit_gastrointestinal_3	FALSE	7	0	0	1.0	1.0	1.0	gastrointestinal_3	3.0	Gastrointestinal	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Gastrointestinal_samples/3.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Gastrointestinal/abundance_3_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Species	MetaPhlAn4_oral_8	FALSE	49	8	11	0.8376068376068376	0.8166666666666667	0.8596491228070176	oral_8	8.0	Oral	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Oral_samples/8.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_8.txt	0|2|4|1	NA	NA
Phylum	mOTUs3_urogenital_0	FALSE	4	0	0	1.0	1.0	1.0	urogenital_0	0.0	Urogenital	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Urogenital/0.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_0.txt	0|2|4|1	NA	NA
Class	MetaPhlAn4 GTDB_oral_16	TRUE	12	0	0	1.0	1.0	1.0	oral_16	16.0	Oral	MetaPhlAn4 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4_gtdb/Oral_samples/16.profile_gtdb.tsv	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Oral/abundance_16_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/metaphlan_species_Jan21.txt
Species	mOTUs3_skin_14	TRUE	26	13	6	0.7323943661971831	0.8125	0.6666666666666666	skin_14	14.0	Skin	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Skin/14.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_14.txt	0|2|4|1	NA	NA
Species	MetaPhlAn4_urogenital_24	TRUE	14	12	13	0.5283018867924528	0.5185185185185185	0.5384615384615384	urogenital_24	24.0	Urogenital	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Urogenital_samples/24.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_24.txt	0|2|4|1	NA	NA
Species	mOTUs3_urogenital_0	TRUE	30	21	8	0.6741573033707865	0.7894736842105263	0.5882352941176471	urogenital_0	0.0	Urogenital	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Urogenital/0.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_0.txt	0|2|4|1	NA	NA
Order	varkit_oral_6	FALSE	11	0	0	1.0	1.0	1.0	oral_6	6.0	Oral	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Oral_samples/6.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Oral/abundance_6_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Order	bracken GTDB_airways_4	TRUE	20	1	0	0.975609756097561	1.0	0.9523809523809523	airways_4	4.0	Airways	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Airways_samples/4_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Airways/abundance_4_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Order	mOTUs3_urogenital_24	FALSE	1	0	0	1.0	1.0	1.0	urogenital_24	24.0	Urogenital	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Urogenital/24.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_24.txt	0|2|4|1	NA	NA
Family	MetaPhlAn4 GTDB_oral_16	TRUE	29	0	1	0.9830508474576272	0.9666666666666667	1.0	oral_16	16.0	Oral	MetaPhlAn4 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4_gtdb/Oral_samples/16.profile_gtdb.tsv	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Oral/abundance_16_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/metaphlan_species_Jan21.txt
Domain	bracken GTDB_gastrointestinal_1	FALSE	1	0	0	1.0	1.0	1.0	gastrointestinal_1	1.0	Gastrointestinal	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Gastrointestinal_samples/1_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_1_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Order	bracken GTDB_gastrointestinal_3	TRUE	16	0	0	1.0	1.0	1.0	gastrointestinal_3	3.0	Gastrointestinal	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Gastrointestinal_samples/3_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_3_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Species	sylph_oral_19	TRUE	94	3	7	0.9494949494949495	0.9306930693069307	0.9690721649484536	oral_19	19.0	Oral	sylph	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/sylph/Oral_19.profile	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Oral/abundance_19_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Species	mOTUs3 GTDB_skin_13	TRUE	35	13	7	0.7777777777777778	0.8333333333333334	0.7291666666666666	skin_13	13.0	Skin	mOTUs3 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3_gtdb/output_gtdb/Skin_samples/13.gtdb_profile.tsv	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Skin/abundance_13_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/motus3_species.tsv
Genus	MetaPhlAn4_airways_9	FALSE	42	0	1	0.9882352941176471	0.9767441860465116	1.0	airways_9	9.0	Airways	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Airways_samples/9.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_9.txt	0|2|4|1	NA	NA
Family	bracken GTDB_gastrointestinal_0	FALSE	16	2	0	0.9411764705882353	1.0	0.8888888888888888	gastrointestinal_0	0.0	Gastrointestinal	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Gastrointestinal_samples/0_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_0_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Species	bracken GTDB_urogenital_21	FALSE	30	220	4	0.2112676056338028	0.8823529411764706	0.12	urogenital_21	21.0	Urogenital	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Urogenital_samples/21_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Urogenital/abundance_21_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Genus	MetaPhlAn3_gastrointestinal_11	TRUE	21	3	2	0.8936170212765957	0.9130434782608695	0.875	gastrointestinal_11	11.0	Gastrointestinal	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Gastrointestinal/11.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_11.txt	0|2|4|1	NA	NA
Genus	varkit_gastrointestinal_10	FALSE	33	0	1	0.9850746268656716	0.9705882352941176	1.0	gastrointestinal_10	10.0	Gastrointestinal	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Gastrointestinal_samples/10.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Gastrointestinal/abundance_10_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Order	mOTUs3_skin_20	FALSE	20	0	0	1.0	1.0	1.0	skin_20	20.0	Skin	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Skin/20.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_20.txt	0|2|4|1	NA	NA
